Year,Violation_Group,Category,Value,Category_Group
2015,DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,3,Disposition of Violations
2015,VIO/DL/REST,Adjudication_Withheld_Clerk_Count,2,Disposition of Violations
2015,UNL/USE/DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2015,NO/IMP/EXP TAG,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2015,OTHER CRIME,Adjudication_Withheld_Clerk_Count,3,Disposition of Violations
2015,SPD POST ZONE,Adjudication_Withheld_Clerk_Count,8113,Disposition of Violations
2015,SPD /TO F/COND,Adjudication_Withheld_Clerk_Count,56,Disposition of Violations
2015,CARELESS DR,Adjudication_Withheld_Clerk_Count,1281,Disposition of Violations
2015,UNK DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,499,Disposition of Violations
2015,FL/YLD/R-O-W,Adjudication_Withheld_Clerk_Count,800,Disposition of Violations
2015,R/STOP SIGN,Adjudication_Withheld_Clerk_Count,463,Disposition of Violations
2015,RED LIGHT CAMERA,Adjudication_Withheld_Clerk_Count,7,Disposition of Violations
2015,RAN RED LIGHT,Adjudication_Withheld_Clerk_Count,820,Disposition of Violations
2015,TR/CNTL/DEV,Adjudication_Withheld_Clerk_Count,354,Disposition of Violations
2015,IMP TURN,Adjudication_Withheld_Clerk_Count,178,Disposition of Violations
2015,F/T/S SCHOOL BUS,Adjudication_Withheld_Clerk_Count,38,Disposition of Violations
2015,IMP PASSING,Adjudication_Withheld_Clerk_Count,116,Disposition of Violations
2015,FOLLOW/CLOSE,Adjudication_Withheld_Clerk_Count,192,Disposition of Violations
2015,W/SIDE OF RD,Adjudication_Withheld_Clerk_Count,83,Disposition of Violations
2015,IMP LANE CHG,Adjudication_Withheld_Clerk_Count,332,Disposition of Violations
2015,IMP BACKING,Adjudication_Withheld_Clerk_Count,130,Disposition of Violations
2015,DR/W-O/LIGHT,Adjudication_Withheld_Clerk_Count,48,Disposition of Violations
2015,FAIL/DIM/LIGHTS,Adjudication_Withheld_Clerk_Count,7,Disposition of Violations
2015,CHILD RESTRAINT,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2015,TOLL VIOLATIONS,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2015,OTHER MOV,Adjudication_Withheld_Clerk_Count,237,Disposition of Violations
2015,LOAD/LEAK/DP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2015,IMP PARKING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2015,NO HELMET,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2015,DEF/UNSAFE EQUIP,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2015,SEAT BELT VIOL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2015,EXP/FAIL DISP DL,Adjudication_Withheld_Clerk_Count,11,Disposition of Violations
2015,EXP/FAIL DISP TAG,Adjudication_Withheld_Clerk_Count,402,Disposition of Violations
2015,NO PROOF OF INSUR.,Adjudication_Withheld_Clerk_Count,60,Disposition of Violations
2015,BICYCLE/PED,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2015,OTHER,Adjudication_Withheld_Clerk_Count,2,Disposition of Violations
2016,DUI,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,RECKLESS DR,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,LV SCENE ACC,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,FLEEING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,RACING ON HWY,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,NO/IMP/EXP DL,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2016,DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,4,Disposition of Violations
2016,VIO/DL/REST,Adjudication_Withheld_Clerk_Count,4,Disposition of Violations
2016,UNL/USE/DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,NO/IMP/EXP TAG,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2016,OTHER CRIME,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2016,SPD POST ZONE,Adjudication_Withheld_Clerk_Count,7170,Disposition of Violations
2016,SPD /TO F/COND,Adjudication_Withheld_Clerk_Count,52,Disposition of Violations
2016,CARELESS DR,Adjudication_Withheld_Clerk_Count,1207,Disposition of Violations
2016,UNK DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,352,Disposition of Violations
2016,FL/YLD/R-O-W,Adjudication_Withheld_Clerk_Count,766,Disposition of Violations
2016,R/STOP SIGN,Adjudication_Withheld_Clerk_Count,433,Disposition of Violations
2016,RED LIGHT CAMERA,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2016,RAN RED LIGHT,Adjudication_Withheld_Clerk_Count,614,Disposition of Violations
2016,TR/CNTL/DEV,Adjudication_Withheld_Clerk_Count,468,Disposition of Violations
2016,IMP TURN,Adjudication_Withheld_Clerk_Count,155,Disposition of Violations
2016,F/T/S SCHOOL BUS,Adjudication_Withheld_Clerk_Count,43,Disposition of Violations
2016,IMP PASSING,Adjudication_Withheld_Clerk_Count,82,Disposition of Violations
2016,FOLLOW/CLOSE,Adjudication_Withheld_Clerk_Count,211,Disposition of Violations
2016,W/SIDE OF RD,Adjudication_Withheld_Clerk_Count,55,Disposition of Violations
2016,IMP LANE CHG,Adjudication_Withheld_Clerk_Count,351,Disposition of Violations
2016,IMP BACKING,Adjudication_Withheld_Clerk_Count,115,Disposition of Violations
2016,TEXT/DRIVING(M),Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,DR/W-O/LIGHT,Adjudication_Withheld_Clerk_Count,30,Disposition of Violations
2016,FAIL/DIM/LIGHTS,Adjudication_Withheld_Clerk_Count,5,Disposition of Violations
2016,CHILD RESTRAINT,Adjudication_Withheld_Clerk_Count,23,Disposition of Violations
2016,TOLL VIOLATIONS,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2016,OTHER MOV,Adjudication_Withheld_Clerk_Count,289,Disposition of Violations
2016,LOAD/LEAK/DP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,IMP PARKING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,NO HELMET,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,DEF/UNSAFE EQUIP,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2016,SEAT BELT VIOL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,EXP/FAIL DISP DL,Adjudication_Withheld_Clerk_Count,11,Disposition of Violations
2016,EXP/FAIL DISP TAG,Adjudication_Withheld_Clerk_Count,383,Disposition of Violations
2016,NO PROOF OF INSUR.,Adjudication_Withheld_Clerk_Count,50,Disposition of Violations
2016,TEXTING/DRIVING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,BICYCLE/PED,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2016,OTHER,Adjudication_Withheld_Clerk_Count,5,Disposition of Violations
2017,DUI,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,RECKLESS DR,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,LV SCENE ACC,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2017,FLEEING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,RACING ON HWY,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,NO/IMP/EXP DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2017,VIO/DL/REST,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,UNL/USE/DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,NO/IMP/EXP TAG,Adjudication_Withheld_Clerk_Count,2,Disposition of Violations
2017,OTHER CRIME,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,SPD POST ZONE,Adjudication_Withheld_Clerk_Count,6234,Disposition of Violations
2017,SPD /TO F/COND,Adjudication_Withheld_Clerk_Count,48,Disposition of Violations
2017,CARELESS DR,Adjudication_Withheld_Clerk_Count,1236,Disposition of Violations
2017,UNK DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,383,Disposition of Violations
2017,FL/YLD/R-O-W,Adjudication_Withheld_Clerk_Count,839,Disposition of Violations
2017,R/STOP SIGN,Adjudication_Withheld_Clerk_Count,457,Disposition of Violations
2017,RED LIGHT CAMERA,Adjudication_Withheld_Clerk_Count,5,Disposition of Violations
2017,RAN RED LIGHT,Adjudication_Withheld_Clerk_Count,697,Disposition of Violations
2017,TR/CNTL/DEV,Adjudication_Withheld_Clerk_Count,377,Disposition of Violations
2017,IMP TURN,Adjudication_Withheld_Clerk_Count,169,Disposition of Violations
2017,F/T/S SCHOOL BUS,Adjudication_Withheld_Clerk_Count,47,Disposition of Violations
2017,IMP PASSING,Adjudication_Withheld_Clerk_Count,78,Disposition of Violations
2017,FOLLOW/CLOSE,Adjudication_Withheld_Clerk_Count,232,Disposition of Violations
2017,W/SIDE OF RD,Adjudication_Withheld_Clerk_Count,49,Disposition of Violations
2017,IMP LANE CHG,Adjudication_Withheld_Clerk_Count,351,Disposition of Violations
2017,IMP BACKING,Adjudication_Withheld_Clerk_Count,105,Disposition of Violations
2017,DR/W-O/LIGHT,Adjudication_Withheld_Clerk_Count,32,Disposition of Violations
2017,FAIL/DIM/LIGHTS,Adjudication_Withheld_Clerk_Count,4,Disposition of Violations
2017,CHILD RESTRAINT,Adjudication_Withheld_Clerk_Count,42,Disposition of Violations
2017,OTHER MOV,Adjudication_Withheld_Clerk_Count,272,Disposition of Violations
2017,LOAD/LEAK/DP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,IMP PARKING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,NO HELMET,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,DEF/UNSAFE EQUIP,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2017,SEAT BELT VIOL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,EXP/FAIL DISP DL,Adjudication_Withheld_Clerk_Count,28,Disposition of Violations
2017,EXP/FAIL DISP TAG,Adjudication_Withheld_Clerk_Count,327,Disposition of Violations
2017,NO PROOF OF INSUR.,Adjudication_Withheld_Clerk_Count,51,Disposition of Violations
2017,TEXTING/DRIVING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,BICYCLE/PED,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2017,OTHER,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2018,DUI,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,RECKLESS DR,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,LV SCENE ACC,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,FLEEING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,RACING ON HWY,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,NO/IMP/EXP DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,VIO/DL/REST,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,UNL/USE/DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,NO/IMP/EXP TAG,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,OTHER CRIME,Adjudication_Withheld_Clerk_Count,2,Disposition of Violations
2018,SPD POST ZONE,Adjudication_Withheld_Clerk_Count,6650,Disposition of Violations
2018,SPD /TO F/COND,Adjudication_Withheld_Clerk_Count,39,Disposition of Violations
2018,CARELESS DR,Adjudication_Withheld_Clerk_Count,1324,Disposition of Violations
2018,UNK DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,365,Disposition of Violations
2018,FL/YLD/R-O-W,Adjudication_Withheld_Clerk_Count,615,Disposition of Violations
2018,R/STOP SIGN,Adjudication_Withheld_Clerk_Count,485,Disposition of Violations
2018,RED LIGHT CAMERA,Adjudication_Withheld_Clerk_Count,4,Disposition of Violations
2018,RAN RED LIGHT,Adjudication_Withheld_Clerk_Count,717,Disposition of Violations
2018,TR/CNTL/DEV,Adjudication_Withheld_Clerk_Count,474,Disposition of Violations
2018,IMP TURN,Adjudication_Withheld_Clerk_Count,190,Disposition of Violations
2018,F/T/S SCHOOL BUS,Adjudication_Withheld_Clerk_Count,42,Disposition of Violations
2018,IMP PASSING,Adjudication_Withheld_Clerk_Count,92,Disposition of Violations
2018,FOLLOW/CLOSE,Adjudication_Withheld_Clerk_Count,237,Disposition of Violations
2018,W/SIDE OF RD,Adjudication_Withheld_Clerk_Count,58,Disposition of Violations
2018,IMP LANE CHG,Adjudication_Withheld_Clerk_Count,360,Disposition of Violations
2018,IMP BACKING,Adjudication_Withheld_Clerk_Count,76,Disposition of Violations
2018,DR/W-O/LIGHT,Adjudication_Withheld_Clerk_Count,24,Disposition of Violations
2018,FAIL/DIM/LIGHTS,Adjudication_Withheld_Clerk_Count,4,Disposition of Violations
2018,CHILD RESTRAINT,Adjudication_Withheld_Clerk_Count,42,Disposition of Violations
2018,TOLL VIOLATIONS,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2018,OTHER MOV,Adjudication_Withheld_Clerk_Count,306,Disposition of Violations
2018,LOAD/LEAK/DP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,IMP PARKING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,NO HELMET,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,DEF/UNSAFE EQUIP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,SEAT BELT VIOL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,EXP/FAIL DISP DL,Adjudication_Withheld_Clerk_Count,34,Disposition of Violations
2018,EXP/FAIL DISP TAG,Adjudication_Withheld_Clerk_Count,379,Disposition of Violations
2018,NO PROOF OF INSUR.,Adjudication_Withheld_Clerk_Count,54,Disposition of Violations
2018,TEXTING/DRIVING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,BICYCLE/PED,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2018,OTHER,Adjudication_Withheld_Clerk_Count,5,Disposition of Violations
2019,DUI,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,RECKLESS DR,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,LV SCENE ACC,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,FLEEING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,RACING ON HWY,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,NO/IMP/EXP DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2019,VIO/DL/REST,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,UNL/USE/DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,NO/IMP/EXP TAG,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2019,OTHER CRIME,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,SPD POST ZONE,Adjudication_Withheld_Clerk_Count,7769,Disposition of Violations
2019,SPD /TO F/COND,Adjudication_Withheld_Clerk_Count,40,Disposition of Violations
2019,CARELESS DR,Adjudication_Withheld_Clerk_Count,1257,Disposition of Violations
2019,UNK DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,366,Disposition of Violations
2019,FL/YLD/R-O-W,Adjudication_Withheld_Clerk_Count,627,Disposition of Violations
2019,R/STOP SIGN,Adjudication_Withheld_Clerk_Count,543,Disposition of Violations
2019,RED LIGHT CAMERA,Adjudication_Withheld_Clerk_Count,7,Disposition of Violations
2019,RAN RED LIGHT,Adjudication_Withheld_Clerk_Count,671,Disposition of Violations
2019,TR/CNTL/DEV,Adjudication_Withheld_Clerk_Count,514,Disposition of Violations
2019,IMP TURN,Adjudication_Withheld_Clerk_Count,150,Disposition of Violations
2019,F/T/S SCHOOL BUS,Adjudication_Withheld_Clerk_Count,76,Disposition of Violations
2019,IMP PASSING,Adjudication_Withheld_Clerk_Count,109,Disposition of Violations
2019,FOLLOW/CLOSE,Adjudication_Withheld_Clerk_Count,169,Disposition of Violations
2019,W/SIDE OF RD,Adjudication_Withheld_Clerk_Count,53,Disposition of Violations
2019,IMP LANE CHG,Adjudication_Withheld_Clerk_Count,336,Disposition of Violations
2019,IMP BACKING,Adjudication_Withheld_Clerk_Count,71,Disposition of Violations
2019,DR/W-O/LIGHT,Adjudication_Withheld_Clerk_Count,30,Disposition of Violations
2019,FAIL/DIM/LIGHTS,Adjudication_Withheld_Clerk_Count,8,Disposition of Violations
2019,CHILD RESTRAINT,Adjudication_Withheld_Clerk_Count,46,Disposition of Violations
2019,TOLL VIOLATIONS,Adjudication_Withheld_Clerk_Count,2,Disposition of Violations
2019,OTHER MOV,Adjudication_Withheld_Clerk_Count,293,Disposition of Violations
2019,LOAD/LEAK/DP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,IMP PARKING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,NO HELMET,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,DEF/UNSAFE EQUIP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,SEAT BELT VIOL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,EXP/FAIL DISP DL,Adjudication_Withheld_Clerk_Count,20,Disposition of Violations
2019,EXP/FAIL DISP TAG,Adjudication_Withheld_Clerk_Count,411,Disposition of Violations
2019,NO PROOF OF INSUR.,Adjudication_Withheld_Clerk_Count,63,Disposition of Violations
2019,TEXTING/DRIVING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2019,BICYCLE/PED,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2019,OTHER,Adjudication_Withheld_Clerk_Count,7,Disposition of Violations
2020,DUI,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,RECKLESS DR,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,LV SCENE ACC,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,FLEEING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,RACING ON HWY,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,NO/IMP/EXP DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,VIO/DL/REST,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,UNL/USE/DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,NO/IMP/EXP TAG,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,OTHER CRIME,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,SPD POST ZONE,Adjudication_Withheld_Clerk_Count,5338,Disposition of Violations
2020,SPD /TO F/COND,Adjudication_Withheld_Clerk_Count,32,Disposition of Violations
2020,CARELESS DR,Adjudication_Withheld_Clerk_Count,802,Disposition of Violations
2020,UNK DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,201,Disposition of Violations
2020,FL/YLD/R-O-W,Adjudication_Withheld_Clerk_Count,452,Disposition of Violations
2020,R/STOP SIGN,Adjudication_Withheld_Clerk_Count,285,Disposition of Violations
2020,RED LIGHT CAMERA,Adjudication_Withheld_Clerk_Count,10,Disposition of Violations
2020,RAN RED LIGHT,Adjudication_Withheld_Clerk_Count,435,Disposition of Violations
2020,TR/CNTL/DEV,Adjudication_Withheld_Clerk_Count,316,Disposition of Violations
2020,IMP TURN,Adjudication_Withheld_Clerk_Count,103,Disposition of Violations
2020,F/T/S SCHOOL BUS,Adjudication_Withheld_Clerk_Count,18,Disposition of Violations
2020,IMP PASSING,Adjudication_Withheld_Clerk_Count,78,Disposition of Violations
2020,FOLLOW/CLOSE,Adjudication_Withheld_Clerk_Count,79,Disposition of Violations
2020,W/SIDE OF RD,Adjudication_Withheld_Clerk_Count,45,Disposition of Violations
2020,IMP LANE CHG,Adjudication_Withheld_Clerk_Count,214,Disposition of Violations
2020,IMP BACKING,Adjudication_Withheld_Clerk_Count,47,Disposition of Violations
2020,TEXT/DRIVING(M),Adjudication_Withheld_Clerk_Count,13,Disposition of Violations
2020,DR/W-O/LIGHT,Adjudication_Withheld_Clerk_Count,28,Disposition of Violations
2020,FAIL/DIM/LIGHTS,Adjudication_Withheld_Clerk_Count,9,Disposition of Violations
2020,CHILD RESTRAINT,Adjudication_Withheld_Clerk_Count,24,Disposition of Violations
2020,TOLL VIOLATIONS,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,OTHER MOV,Adjudication_Withheld_Clerk_Count,219,Disposition of Violations
2020,LOAD/LEAK/DP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,IMP PARKING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,NO HELMET,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,DEF/UNSAFE EQUIP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,SEAT BELT VIOL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,EXP/FAIL DISP DL,Adjudication_Withheld_Clerk_Count,20,Disposition of Violations
2020,EXP/FAIL DISP TAG,Adjudication_Withheld_Clerk_Count,170,Disposition of Violations
2020,NO PROOF OF INSUR.,Adjudication_Withheld_Clerk_Count,32,Disposition of Violations
2020,TEXTING/DRIVING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2020,BICYCLE/PED,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2020,OTHER,Adjudication_Withheld_Clerk_Count,7,Disposition of Violations
2021,DUI,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,RECKLESS DR,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,LV SCENE ACC,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2021,FLEEING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,RACING ON HWY,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,NO/IMP/EXP DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,VIO/DL/REST,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,UNL/USE/DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,NO/IMP/EXP TAG,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2021,OTHER CRIME,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,SPD POST ZONE,Adjudication_Withheld_Clerk_Count,7413,Disposition of Violations
2021,SPD /TO F/COND,Adjudication_Withheld_Clerk_Count,24,Disposition of Violations
2021,CARELESS DR,Adjudication_Withheld_Clerk_Count,1041,Disposition of Violations
2021,UNK DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,245,Disposition of Violations
2021,FL/YLD/R-O-W,Adjudication_Withheld_Clerk_Count,484,Disposition of Violations
2021,R/STOP SIGN,Adjudication_Withheld_Clerk_Count,318,Disposition of Violations
2021,RED LIGHT CAMERA,Adjudication_Withheld_Clerk_Count,5,Disposition of Violations
2021,RAN RED LIGHT,Adjudication_Withheld_Clerk_Count,605,Disposition of Violations
2021,TR/CNTL/DEV,Adjudication_Withheld_Clerk_Count,432,Disposition of Violations
2021,IMP TURN,Adjudication_Withheld_Clerk_Count,149,Disposition of Violations
2021,F/T/S SCHOOL BUS,Adjudication_Withheld_Clerk_Count,33,Disposition of Violations
2021,IMP PASSING,Adjudication_Withheld_Clerk_Count,89,Disposition of Violations
2021,FOLLOW/CLOSE,Adjudication_Withheld_Clerk_Count,115,Disposition of Violations
2021,W/SIDE OF RD,Adjudication_Withheld_Clerk_Count,38,Disposition of Violations
2021,IMP LANE CHG,Adjudication_Withheld_Clerk_Count,231,Disposition of Violations
2021,IMP BACKING,Adjudication_Withheld_Clerk_Count,45,Disposition of Violations
2021,TEXT/DRIVING(M),Adjudication_Withheld_Clerk_Count,11,Disposition of Violations
2021,DR/W-O/LIGHT,Adjudication_Withheld_Clerk_Count,17,Disposition of Violations
2021,FAIL/DIM/LIGHTS,Adjudication_Withheld_Clerk_Count,6,Disposition of Violations
2021,CHILD RESTRAINT,Adjudication_Withheld_Clerk_Count,44,Disposition of Violations
2021,TOLL VIOLATIONS,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2021,OTHER MOV,Adjudication_Withheld_Clerk_Count,251,Disposition of Violations
2021,LOAD/LEAK/DP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,IMP PARKING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,NO HELMET,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,DEF/UNSAFE EQUIP,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,SEAT BELT VIOL,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2021,EXP/FAIL DISP DL,Adjudication_Withheld_Clerk_Count,12,Disposition of Violations
2021,EXP/FAIL DISP TAG,Adjudication_Withheld_Clerk_Count,224,Disposition of Violations
2021,NO PROOF OF INSUR.,Adjudication_Withheld_Clerk_Count,36,Disposition of Violations
2021,TEXTING/DRIVING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,BICYCLE/PED,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2021,OTHER,Adjudication_Withheld_Clerk_Count,5,Disposition of Violations
2022,DUI,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,RECKLESS DR,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,LV SCENE ACC,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,FLEEING,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,RACING ON HWY,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,NO/IMP/EXP DL,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2022,DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,1,Disposition of Violations
2022,VIO/DL/REST,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,UNL/USE/DL,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,NO/IMP/EXP TAG,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,OTHER CRIME,Adjudication_Withheld_Clerk_Count,0,Disposition of Violations
2022,SPD POST ZONE,Adjudication_Withheld_Clerk_Count,6891,Disposition of Violations
2022,SPD /TO F/COND,Adjudication_Withheld_Clerk_Count,18,Disposition of Violations
2022,CARELESS DR,Adjudication_Withheld_Clerk_Count,991,Disposition of Violations
2022,UNK DR/DL/SUS/RV,Adjudication_Withheld_Clerk_Count,345,Disposition of Violations
2022,FL/YLD/R-O-W,Adjudication_Withheld_Clerk_Count,493,Disposition of Violations
2022,R/STOP SIGN,Adjudication_Withheld_Clerk_Count,360,Disposition of Violations
2022,RED LIGHT CAMERA,Adjudication_Withheld_Clerk_Count,9,Disposition of Violations
2022,RAN RED LIGHT,Adjudication_Withheld_Clerk_Count,598,Disposition of Violations
2022,TR/CNTL/DEV,Adjudication_Withheld_Clerk_Count,394,Disposition of Violations
2022,IMP TURN,Adjudication_Withheld_Clerk_Count,138,Disposition of Violations
